Date,State,People Vaccinated,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Doses Administered
02-04-2021,Tripura,625172,625172,77694,326971,298128,702866
03-04-2021,Tripura,635930,635930,78875,332179,303675,714805
04-04-2021,Tripura,645348,645348,79823,336636,308636,725171
05-04-2021,Tripura,657921,657921,81952,342733,315112,739873
06-04-2021,Tripura,668678,668678,83035,347782,320818,751713
07-04-2021,Tripura,680375,680375,84576,353604,326691,764951
08-04-2021,Tripura,698009,698009,87409,362436,335490,785418
09-04-2021,Tripura,712932,712932,89808,370179,342668,802740
10-04-2021,Tripura,720930,720930,91265,374184,346660,812195
11-04-2021,Tripura,727172,727172,91875,377253,349831,819047
12-04-2021,Tripura,737653,737653,95157,382569,354995,832810
13-04-2021,Tripura,744903,744903,97423,386463,358350,842326
14-04-2021,Tripura,746994,746994,98151,387678,359224,845145
15-04-2021,Tripura,747073,747073,98224,387708,359273,845297
16-04-2021,Tripura,756408,756408,106053,392541,363774,862461
17-04-2021,Tripura,766208,766208,113976,397569,368543,880184
18-04-2021,Tripura,769465,769465,116601,399276,370092,886066
19-04-2021,Tripura,780166,780166,130054,404612,375457,910220
20-04-2021,Tripura,790891,790891,142902,410196,380597,933793
21-04-2021,Tripura,794856,794856,146698,412103,382654,941554
22-04-2021,Tripura,799703,799703,153794,414550,385054,953497
23-04-2021,Tripura,811199,811199,173582,420260,390839,984781
24-04-2021,Tripura,820575,820575,191246,424969,395505,1011821
25-04-2021,Tripura,824638,824638,196256,427061,397476,1020894
26-04-2021,Tripura,840232,840232,226275,434799,405329,1066507
27-04-2021,Tripura,856586,856586,256674,442987,413487,1113260
28-04-2021,Tripura,866008,866008,273654,447587,418308,1139662
29-04-2021,Tripura,882252,882252,307551,455623,426509,1189803
30-04-2021,Tripura,898611,898611,338150,463784,434704,1236761
01-05-2021,Tripura,907499,907499,354071,468419,438956,1261570
02-05-2021,Tripura,909670,909670,357374,469535,440011,1267044
03-05-2021,Tripura,915489,915489,369450,472488,442876,1284939
04-05-2021,Tripura,921704,921704,385564,475575,446003,1307268
05-05-2021,Tripura,927468,927468,401229,478275,449067,1328697
06-05-2021,Tripura,936213,936213,426187,482486,453600,1362400
07-05-2021,Tripura,946489,946489,449873,487450,458909,1396362
08-05-2021,Tripura,952947,952947,465675,490520,462297,1418622
09-05-2021,Tripura,953744,953744,467767,490856,462758,1421511
10-05-2021,Tripura,960991,960991,485255,494279,466581,1446246
11-05-2021,Tripura,966997,966997,498371,497276,469590,1465368
12-05-2021,Tripura,968790,968790,500954,498240,470419,1469744
13-05-2021,Tripura,974828,974828,505038,502021,472676,1479866
14-05-2021,Tripura,980319,980319,505685,505336,474851,1486004
15-05-2021,Tripura,985530,985530,506661,508554,476843,1492191
16-05-2021,Tripura,985851,985851,506767,508754,476964,1492618
17-05-2021,Tripura,995017,995017,506831,513761,481121,1501848
18-05-2021,Tripura,1005122,1005122,506886,519420,485566,1512008
19-05-2021,Tripura,1013813,1013813,506899,524086,489591,1520712
20-05-2021,Tripura,1020857,1020857,506928,527829,492891,1527785
21-05-2021,Tripura,1028248,1028248,506953,531827,496281,1535201
22-05-2021,Tripura,1044552,1044552,506995,540443,503966,1551547
23-05-2021,Tripura,1047296,1047296,507009,542010,505141,1554305
24-05-2021,Tripura,1053532,1053532,507125,545333,508050,1560657
25-05-2021,Tripura,1058833,1058833,507242,548089,510592,1566075
26-05-2021,Tripura,1060986,1060986,507312,549300,511534,1568298
27-05-2021,Tripura,1063835,1063835,507412,550899,512784,1571247
28-05-2021,Tripura,1067114,1067114,507489,552607,514355,1574603
29-05-2021,Tripura,1080636,1080636,507573,560198,520286,1588209
30-05-2021,Tripura,1094499,1094499,507578,567255,527090,1602077
31-05-2021,Tripura,1103113,1103113,507671,571702,531256,1610784
01-06-2021,Tripura,1107337,1107337,507716,574126,533054,1615053
02-06-2021,Tripura,1110714,1110714,507776,575959,534597,1618490
03-06-2021,Tripura,1116768,1116768,507852,578973,537636,1624620
04-06-2021,Tripura,1123405,1123405,507979,582243,540999,1631384
05-06-2021,Tripura,1127599,1127599,508044,584401,543035,1635643
06-06-2021,Tripura,1128612,1128612,508061,584922,543527,1636673
07-06-2021,Tripura,1132397,1132397,508241,586822,545412,1640638
16-01-2021,Uttar Pradesh,2212,2212,0,1341,871,2212
17-01-2021,Uttar Pradesh,2224,2224,0,1345,879,2224
18-01-2021,Uttar Pradesh,1532,1532,0,907,625,1532
19-01-2021,Uttar Pradesh,1568,1568,0,930,638,1568
20-01-2021,Uttar Pradesh,1568,1568,0,930,638,1568
21-01-2021,Uttar Pradesh,1578,1578,0,933,645,1578
22-01-2021,Uttar Pradesh,21325,21325,0,7096,14228,21325
23-01-2021,Uttar Pradesh,30644,30644,0,10300,20343,30644
24-01-2021,Uttar Pradesh,43669,43669,0,14952,28714,43669
25-01-2021,Uttar Pradesh,59780,59780,0,20276,39501,59780
26-01-2021,Uttar Pradesh,62477,62477,0,20961,41513,62477
27-01-2021,Uttar Pradesh,95724,95724,0,31827,63892,95724
28-01-2021,Uttar Pradesh,268081,268081,0,82036,186025,268081
29-01-2021,Uttar Pradesh,429946,429946,0,130950,298960,429946
30-01-2021,Uttar Pradesh,433040,433040,0,131777,301226,433040
31-01-2021,Uttar Pradesh,434185,434185,0,132125,302023,434185
01-02-2021,Uttar Pradesh,434549,434549,0,132288,302224,434549
02-02-2021,Uttar Pradesh,435502,435502,0,132574,302891,435502
03-02-2021,Uttar Pradesh,435645,435645,0,132643,302965,435645
04-02-2021,Uttar Pradesh,555622,555622,0,173304,382272,555622
05-02-2021,Uttar Pradesh,636917,636917,0,224300,412566,636917
06-02-2021,Uttar Pradesh,638107,638107,0,225075,412980,638107
07-02-2021,Uttar Pradesh,638805,638805,0,225664,413089,638805
08-02-2021,Uttar Pradesh,640144,640144,0,226737,413355,640144
09-02-2021,Uttar Pradesh,640845,640845,0,227388,413405,640845
10-02-2021,Uttar Pradesh,643010,643010,0,229177,413780,643010
11-02-2021,Uttar Pradesh,746208,746208,0,322369,423786,746208
12-02-2021,Uttar Pradesh,863157,863157,0,428140,434964,863157
13-02-2021,Uttar Pradesh,864379,864379,2,429282,435044,864381
14-02-2021,Uttar Pradesh,864487,864487,2,429383,435051,864489
15-02-2021,Uttar Pradesh,955423,955423,19788,462664,492680,975211
16-02-2021,Uttar Pradesh,956093,956093,19814,462920,493094,975907
17-02-2021,Uttar Pradesh,956274,956274,19814,463088,493107,976088
18-02-2021,Uttar Pradesh,1034940,1034940,19927,579229,455637,1054867
19-02-2021,Uttar Pradesh,1135502,1135502,98768,618382,517041,1234270
20-02-2021,Uttar Pradesh,1136590,1136590,100271,619024,517486,1236861
21-02-2021,Uttar Pradesh,1136650,1136650,100709,619077,517493,1237359
22-02-2021,Uttar Pradesh,1237517,1237517,101889,709510,527927,1339406
23-02-2021,Uttar Pradesh,1239758,1239758,102272,711520,528158,1342030
24-02-2021,Uttar Pradesh,1240045,1240045,102273,711789,528176,1342318
25-02-2021,Uttar Pradesh,1274807,1274807,246737,739506,535221,1521544
26-02-2021,Uttar Pradesh,1281076,1281076,387553,741696,539301,1668629
27-02-2021,Uttar Pradesh,1281076,1281076,387553,741696,539301,1668629
28-02-2021,Uttar Pradesh,1281078,1281078,387553,741698,539301,1668631
01-03-2021,Uttar Pradesh,1281078,1281078,387553,741698,539301,1668631
02-03-2021,Uttar Pradesh,1294029,1294029,387630,749939,544010,1681659
03-03-2021,Uttar Pradesh,1295029,1295029,387638,750628,544321,1682667
04-03-2021,Uttar Pradesh,1365655,1365655,458641,789904,575662,1824296
05-03-2021,Uttar Pradesh,1465524,1465524,522566,849180,616237,1988090
06-03-2021,Uttar Pradesh,1485787,1485787,529204,861476,624204,2014991
07-03-2021,Uttar Pradesh,1488836,1488836,530345,863277,625452,2019181
08-03-2021,Uttar Pradesh,1679720,1679720,536991,972019,707574,2216711
09-03-2021,Uttar Pradesh,1709561,1171217,538344,988315,721114,1709561
10-03-2021,Uttar Pradesh,1735799,1196503,539296,1004062,731601,1735799
11-03-2021,Uttar Pradesh,1741357,1201688,539669,1007227,733994,1741357
12-03-2021,Uttar Pradesh,2038409,1426304,612105,1204798,833436,2038409
13-03-2021,Uttar Pradesh,2079271,1458839,620432,1231273,847822,2079271
14-03-2021,Uttar Pradesh,2095485,1474743,620742,1240226,855083,2095485
15-03-2021,Uttar Pradesh,2398452,1731354,667098,1409502,988740,2398452
16-03-2021,Uttar Pradesh,2456849,2456849,731673,1432819,1023810,3188522
17-03-2021,Uttar Pradesh,2723448,2723448,740940,1584905,1138257,3464388
18-03-2021,Uttar Pradesh,3034854,3034854,846226,1771561,1262978,3881080
19-03-2021,Uttar Pradesh,3348666,3348666,882861,1950313,1397998,4231527
20-03-2021,Uttar Pradesh,3497298,3497298,893146,2035408,1461513,4390444
21-03-2021,Uttar Pradesh,3522238,3522238,894606,2049491,1472366,4416844
22-03-2021,Uttar Pradesh,3797621,3797621,952102,2207786,1589409,4749723
23-03-2021,Uttar Pradesh,3982323,3982323,977876,2314924,1666947,4960199
24-03-2021,Uttar Pradesh,4087684,4087684,982809,2376980,1710235,5070493
25-03-2021,Uttar Pradesh,4337751,4337751,1006786,2518497,1818750,5344537
26-03-2021,Uttar Pradesh,4549205,4549205,1014440,2634688,1913991,5563645
27-03-2021,Uttar Pradesh,4627476,4627476,1017283,2678999,1947941,5644759
28-03-2021,Uttar Pradesh,4631003,4631003,1017592,2680872,1949592,5648595
29-03-2021,Uttar Pradesh,4631064,4631064,1017594,2680908,1949617,5648658
30-03-2021,Uttar Pradesh,4659569,4659569,1018413,2696915,1962110,5677982
31-03-2021,Uttar Pradesh,4726820,4726820,1021066,2734855,1991413,5747886
01-04-2021,Uttar Pradesh,4929565,4929565,1033825,2847676,2081317,5963390
02-04-2021,Uttar Pradesh,5281547,5281547,1054168,3038247,2242682,6335715
03-04-2021,Uttar Pradesh,5511428,5511428,1066273,3163765,2347011,6577701
04-04-2021,Uttar Pradesh,5663490,5663490,1073973,3245840,2416985,6737463
05-04-2021,Uttar Pradesh,5917539,5917539,1106521,3382139,2534709,7024060
06-04-2021,Uttar Pradesh,6199023,6199023,1141236,3531382,2666896,7340259
07-04-2021,Uttar Pradesh,6619721,6619721,1171936,3756137,2862783,7791657
08-04-2021,Uttar Pradesh,6950868,6950868,1193098,3932633,3017373,8143966
09-04-2021,Uttar Pradesh,7169348,7169348,1226853,4049576,3118869,8396201
10-04-2021,Uttar Pradesh,7255753,7255753,1238088,4096709,3158131,8493841
11-04-2021,Uttar Pradesh,7558409,7558409,1265684,4255205,3302238,8824093
12-04-2021,Uttar Pradesh,8013755,8013755,1342857,4497208,3515475,9356612
13-04-2021,Uttar Pradesh,8329706,8329706,1388442,4677156,3651403,9718148
14-04-2021,Uttar Pradesh,8605823,8605823,1421804,4826390,3778235,10027627
15-04-2021,Uttar Pradesh,8790085,8790085,1482329,4930473,3858375,10272414
16-04-2021,Uttar Pradesh,8978071,8978071,1559991,5036285,3940518,10538062
17-04-2021,Uttar Pradesh,9102301,9102301,1609896,5108217,3992782,10712197
18-04-2021,Uttar Pradesh,9106335,9106335,1612014,5110551,3994481,10718349
19-04-2021,Uttar Pradesh,9224739,9224739,1684314,5180547,4042875,10909053
20-04-2021,Uttar Pradesh,9356225,9356225,1764289,5259926,4094964,11120514
21-04-2021,Uttar Pradesh,9449601,9449601,1809439,5313227,4134975,11259040
22-04-2021,Uttar Pradesh,9563554,9563554,1877188,5377729,4184398,11440742
23-04-2021,Uttar Pradesh,9679629,9679629,1943675,5443500,4234615,11623304
24-04-2021,Uttar Pradesh,9779700,9779700,1997222,5500723,4277413,11776922
25-04-2021,Uttar Pradesh,9783480,9783480,2000449,5502900,4279015,11783929
26-04-2021,Uttar Pradesh,9883742,9883742,2063635,5559233,4322917,11947377
27-04-2021,Uttar Pradesh,9953817,9953817,2107421,5598797,4353410,12061238
28-04-2021,Uttar Pradesh,10018842,10018842,2150199,5635333,4381884,12169041
29-04-2021,Uttar Pradesh,10125866,10125866,2228129,5695500,4428709,12353995
30-04-2021,Uttar Pradesh,10240750,10240750,2317056,5759852,4479210,12557806
01-05-2021,Uttar Pradesh,10331285,10331285,2369407,5813773,4515800,12700692
02-05-2021,Uttar Pradesh,10334346,10334346,2371091,5815570,4517064,12705437
03-05-2021,Uttar Pradesh,10439785,10439785,2445210,5876658,4561356,12884995
04-05-2021,Uttar Pradesh,10544891,10544891,2517744,5937921,4605162,13062635
05-05-2021,Uttar Pradesh,10642247,10642247,2585759,5994986,4645434,13228006
06-05-2021,Uttar Pradesh,10742503,10742503,2660032,6054233,4686425,13402535
07-05-2021,Uttar Pradesh,10833025,10833025,2726932,6107405,4723751,13559957
08-05-2021,Uttar Pradesh,10914754,10914754,2779994,6154586,4758280,13694748
09-05-2021,Uttar Pradesh,10916895,10916895,2780682,6155890,4759115,13697577
10-05-2021,Uttar Pradesh,11025900,11025900,2855153,6220403,4803566,13881053
11-05-2021,Uttar Pradesh,11141255,11141255,2931791,6287885,4851408,14073046
12-05-2021,Uttar Pradesh,11291626,11291626,3009286,6374550,4915068,14300912
13-05-2021,Uttar Pradesh,11465614,11465614,3115860,6476440,4987124,14581474
14-05-2021,Uttar Pradesh,11590929,11590929,3180260,6548660,5040182,14771189
15-05-2021,Uttar Pradesh,11723371,11723371,3260235,6625417,5095812,14983606
16-05-2021,Uttar Pradesh,11724458,11724458,3260460,6626107,5096208,14984918
17-05-2021,Uttar Pradesh,11943385,11943385,3278851,6754499,5186665,15222236
18-05-2021,Uttar Pradesh,12144409,12144409,3292052,6872146,5269970,15436461
19-05-2021,Uttar Pradesh,12319537,12319537,3301629,6975620,5341562,15621166
20-05-2021,Uttar Pradesh,12501172,12501172,3314585,7082792,5415953,15815757
21-05-2021,Uttar Pradesh,12704166,12704166,3329882,7201633,5500032,16034048
22-05-2021,Uttar Pradesh,12905372,12905372,3344746,7319575,5583222,16250118
23-05-2021,Uttar Pradesh,12912199,12912199,3345370,7323562,5586060,16257569
24-05-2021,Uttar Pradesh,13182141,13182141,3363625,7481900,5697573,16545766
25-05-2021,Uttar Pradesh,13439732,13439732,3380014,7632152,5804799,16819746
26-05-2021,Uttar Pradesh,13683971,13683971,3393340,7774770,5906320,17077311
27-05-2021,Uttar Pradesh,13951426,13951426,3407186,7931523,6016874,17358612
28-05-2021,Uttar Pradesh,14243858,14243858,3424348,8102589,6138104,17668206
29-05-2021,Uttar Pradesh,14544503,14544503,3449797,8279433,6261789,17994300
30-05-2021,Uttar Pradesh,14560582,14560582,3450329,8288250,6269049,18010911
31-05-2021,Uttar Pradesh,14854570,14854570,3480439,8457244,6393940,18335009
01-06-2021,Uttar Pradesh,15179836,15179836,3505483,8651298,6525022,18685319
02-06-2021,Uttar Pradesh,15512608,15512608,3533016,8849033,6659926,19045624
03-06-2021,Uttar Pradesh,15875135,15875135,3561773,9064437,6806907,19436908
04-06-2021,Uttar Pradesh,16254617,16254617,3595557,9288158,6962496,19850174
05-06-2021,Uttar Pradesh,16624925,16624925,3627211,9506659,7114170,20252136
06-06-2021,Uttar Pradesh,16643702,16643702,3629100,9517213,7122391,20272802
07-06-2021,Uttar Pradesh,17079924,17079924,3655870,9770940,7304716,20735794
16-01-2021,Uttarakhand,511,511,0,294,217,511
17-01-2021,Uttarakhand,556,556,0,321,235,556
18-01-2021,Uttarakhand,517,517,0,296,221,517
19-01-2021,Uttarakhand,1141,1141,0,483,658,1141
20-01-2021,Uttarakhand,1141,1141,0,483,658,1141
21-01-2021,Uttarakhand,1874,1874,0,772,1102,1874
22-01-2021,Uttarakhand,3163,3163,0,1258,1905,3163
23-01-2021,Uttarakhand,3238,3238,0,1292,1946,3238
24-01-2021,Uttarakhand,3592,3592,0,1471,2121,3592
25-01-2021,Uttarakhand,7969,7969,0,2987,4982,7969
26-01-2021,Uttarakhand,8052,8052,0,3002,5050,8052
27-01-2021,Uttarakhand,9374,9374,0,3496,5878,9374
28-01-2021,Uttarakhand,14440,14440,0,5042,9398,14440
29-01-2021,Uttarakhand,20864,20864,0,6967,13896,20864
30-01-2021,Uttarakhand,23922,23922,0,8584,15337,23922
31-01-2021,Uttarakhand,26517,26517,0,9976,16540,26517
01-02-2021,Uttarakhand,32705,32705,0,12311,20393,32705
02-02-2021,Uttarakhand,39523,39523,0,14393,25129,39523
03-02-2021,Uttarakhand,50614,50614,0,16797,33816,50614
04-02-2021,Uttarakhand,59962,59962,0,19232,40729,59962
05-02-2021,Uttarakhand,66129,66129,0,20796,45332,66129
06-02-2021,Uttarakhand,70338,70338,0,22101,48236,70338
07-02-2021,Uttarakhand,71384,71384,0,22393,48990,71384
08-02-2021,Uttarakhand,76758,76758,0,26945,49812,76758
09-02-2021,Uttarakhand,83729,83729,0,32994,50733,83729
10-02-2021,Uttarakhand,89655,89655,0,38119,51534,89655
11-02-2021,Uttarakhand,97287,97287,0,44601,52684,97287
12-02-2021,Uttarakhand,104337,104337,0,50736,53599,104337
13-02-2021,Uttarakhand,109966,109966,403,55537,54427,110369
14-02-2021,Uttarakhand,111576,111576,410,57024,54550,111986
15-02-2021,Uttarakhand,118110,118110,1651,62076,56032,119761
16-02-2021,Uttarakhand,123162,123162,3042,65686,57473,126204
17-02-2021,Uttarakhand,127874,127874,3351,69484,58387,131225
18-02-2021,Uttarakhand,130669,130669,5039,72454,58212,135708
19-02-2021,Uttarakhand,136557,136557,7388,75930,60624,143945
20-02-2021,Uttarakhand,138252,138252,8289,77286,60963,146541
21-02-2021,Uttarakhand,138670,138670,8306,77618,61049,146976
22-02-2021,Uttarakhand,140932,140932,10910,79464,61465,151842
23-02-2021,Uttarakhand,143357,143357,12457,81533,61821,155814
24-02-2021,Uttarakhand,144911,144911,12710,82691,62217,157621
25-02-2021,Uttarakhand,146325,146325,15441,83705,62617,161766
26-02-2021,Uttarakhand,148098,148098,20504,85113,62982,168602
27-02-2021,Uttarakhand,148098,148098,20504,85113,62982,168602
28-02-2021,Uttarakhand,148100,148100,20504,85115,62982,168604
01-03-2021,Uttarakhand,148100,148100,20504,85115,62982,168604
02-03-2021,Uttarakhand,156016,156016,27057,90340,65671,183073
03-03-2021,Uttarakhand,161695,161695,33037,93689,68000,194732
04-03-2021,Uttarakhand,170995,170995,43015,98872,72117,214010
05-03-2021,Uttarakhand,180506,180506,50686,104185,76314,231192
06-03-2021,Uttarakhand,190962,190962,55763,109723,81231,246725
07-03-2021,Uttarakhand,191538,191538,55909,110112,81418,247447
08-03-2021,Uttarakhand,204252,204252,61492,117313,86927,265744
09-03-2021,Uttarakhand,228383,161046,67337,131700,96667,228383
10-03-2021,Uttarakhand,240790,169248,71542,139108,101665,240790
11-03-2021,Uttarakhand,242965,170797,72168,140424,102524,242965
12-03-2021,Uttarakhand,268380,188021,80359,156251,112110,268380
13-03-2021,Uttarakhand,284179,198622,85557,166115,118043,284179
14-03-2021,Uttarakhand,286192,199855,86337,167500,118671,286192
15-03-2021,Uttarakhand,312088,219454,92634,182727,129339,312088
16-03-2021,Uttarakhand,300292,300292,98254,168902,131362,398546
17-03-2021,Uttarakhand,357365,357365,101907,199594,157732,459272
18-03-2021,Uttarakhand,385031,385031,106718,213944,171044,491749
19-03-2021,Uttarakhand,413175,413175,110540,228398,184729,523715
20-03-2021,Uttarakhand,429295,429295,113175,236823,192423,542470
21-03-2021,Uttarakhand,432481,432481,113373,238519,193912,545854
22-03-2021,Uttarakhand,458968,458968,116195,251825,207091,575163
23-03-2021,Uttarakhand,485452,485452,118679,265140,220258,604131
24-03-2021,Uttarakhand,502979,502979,120148,274143,228778,623127
25-03-2021,Uttarakhand,529381,529381,121702,287634,241684,651083
26-03-2021,Uttarakhand,554351,554351,123056,300030,254258,677407
27-03-2021,Uttarakhand,567912,567912,123828,306948,260900,691740
28-03-2021,Uttarakhand,568301,568301,123852,307148,261089,692153
29-03-2021,Uttarakhand,568301,568301,123852,307148,261089,692153
30-03-2021,Uttarakhand,583674,583674,125955,315062,268546,709629
